stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
1136,001136,"Hardgrave Rd at Hill End, stop 12",, -27.486180, 153.006176,2,http://translink.com.au/stop/001136/gtfs/,0,,
11360,011360,"Green Camp Rd at Habitat Drive",, -27.487101, 153.166569,4,http://translink.com.au/stop/011360/gtfs/,0,,
11361,011361,"Green Camp Rd near Gumdale St",, -27.490130, 153.167058,4,,0,,
11362,011362,"Green Camp Rd at Habitat Drive",, -27.487305, 153.166695,4,http://translink.com.au/stop/011362/gtfs/,0,,
11363,011363,"Green Camp Rd near New Cleveland Rd",, -27.492042, 153.168158,4,http://translink.com.au/stop/011363/gtfs/,0,,
11364,011364,"Patricks Rd near Bargo St",, -27.396630, 152.953402,4,http://translink.com.au/stop/011364/gtfs/,0,,
1137,001137,"Hardgrave Rd at Why Not Street, stop 11",, -27.484226, 153.006549,2,http://translink.com.au/stop/001137/gtfs/,0,,
11370,011370,"Thorneside station",, -27.486357, 153.193220,5,http://translink.com.au/stop/011370/gtfs/,0,place_thosta,
1138,001138,"Hardgrave Rd at Rialto, stop 10",, -27.482846, 153.006815,2,http://translink.com.au/stop/001138/gtfs/,0,,
11380,011380,"Queen Elizabeth Dr at Saraband at Eatonvale",, -27.341323, 152.949083,5,,0,,
11388,011388,"Church Rd near Quarrion Street",, -27.345979, 153.047245,4,http://translink.com.au/stop/011388/gtfs/,0,,
11389,011389,"Church Rd near Quarrion Street",, -27.345435, 153.047052,4,http://translink.com.au/stop/011389/gtfs/,0,,
1139,001139,"Hardgrave Rd at Rialto, stop 10",, -27.482659, 153.006994,2,http://translink.com.au/stop/001139/gtfs/,0,,
11390,011390,"Roghan Rd near  Lemke Rd",, -27.341317, 153.043804,4,http://translink.com.au/stop/011390/gtfs/,0,,
11391,011391,"Roghan Rd at  Lemke Rd",, -27.341527, 153.043679,4,http://translink.com.au/stop/011391/gtfs/,0,,
11392,011392,"Roghan Rd near Springbok Street",, -27.340233, 153.036377,4,http://translink.com.au/stop/011392/gtfs/,0,,
11393,011393,"Roghan Rd near Springbok Street",, -27.340377, 153.036323,4,http://translink.com.au/stop/011393/gtfs/,0,,
11394,011394,"Lacey Highbridge",, -27.335742, 153.015906,4,http://translink.com.au/stop/011394/gtfs/,0,,
11395,011395,"Gympie/Roghan",, -27.335326, 153.009266,4,http://translink.com.au/stop/011395/gtfs/,0,,
114,000114,"George Street Stop 114 near Alice St",, -27.474525, 153.026935,1,http://translink.com.au/stop/000114/gtfs/,0,,
1140,001140,"Hardgrave Rd at Why Not Street, stop 11",, -27.484067, 153.006724,2,http://translink.com.au/stop/001140/gtfs/,0,,
11401,011401,"Jane near Horan Street",, -27.478681, 153.008411,2,http://translink.com.au/stop/011401/gtfs/,0,,
1141,001141,"Hardgrave Rd at Hill End, stop 12",, -27.486335, 153.006294,2,http://translink.com.au/stop/001141/gtfs/,0,,
1142,001142,"Dornoch Tce at Doris Street, stop 17",, -27.486947, 153.006784,2,http://translink.com.au/stop/001142/gtfs/,0,,
1143,001143,"Dornoch Tce at Katrine Street, stop 18",, -27.486919, 153.009212,2,http://translink.com.au/stop/001143/gtfs/,0,,
1144,001144,"Dornoch Tce at Beaumont Street, stop 19",, -27.487000, 153.011667,2,http://translink.com.au/stop/001144/gtfs/,0,,
1145,001145,"Dornoch Tce at Sankey Street, stop 20",, -27.487251, 153.013229,2,http://translink.com.au/stop/001145/gtfs/,0,,
1146,001146,"Dornoch Tce at Sankey Street, stop 20",, -27.487299, 153.012400,2,http://translink.com.au/stop/001146/gtfs/,0,,
1147,001147,"Saint James St near Paradise St, stop 21",, -27.488636, 153.014220,2,http://translink.com.au/stop/001147/gtfs/,0,,
1148,001148,"Paradise St near Athens St, stop 22",, -27.488638, 153.012667,2,http://translink.com.au/stop/001148/gtfs/,0,,
1149,001149,"Dornoch Tce at Katrine Street, stop 18",, -27.487034, 153.009292,2,http://translink.com.au/stop/001149/gtfs/,0,,
115,000115,"George Street Stop 115 near Charlotte St",, -27.473005, 153.025452,1,http://translink.com.au/stop/000115/gtfs/,0,,
1150,001150,"Dornoch Tce at Doris Street, stop 17",, -27.487175, 153.006964,2,http://translink.com.au/stop/001150/gtfs/,0,,
1151,001151,"Athens St near Dudley St, stop 23",, -27.489123, 153.012231,2,http://translink.com.au/stop/001151/gtfs/,0,,
1152,001152,"Dudley St at Boundary Street, stop 24",, -27.489518, 153.010654,2,http://translink.com.au/stop/001152/gtfs/,0,,
1159,001159,"Gladstone Rd at Morris Street, stop 10",, -27.485228, 153.019547,2,http://translink.com.au/stop/001159/gtfs/,0,,
116,000116,"George Street Stop 116",, -27.471313, 153.023804,1,http://translink.com.au/stop/000116/gtfs/,0,,
1161,001161,"Gladstone Rd at Dorchester Street, stop 8",, -27.482903, 153.019604,1/2,http://translink.com.au/stop/001161/gtfs/,0,,
1162,001162,"Gladstone Rd at Morris Street, stop 10",, -27.485290, 153.019681,2,http://translink.com.au/stop/001162/gtfs/,0,,
1163,001163,"Gladstone Rd at Dornoch Terrace, stop 11",, -27.488365, 153.018665,2,http://translink.com.au/stop/001163/gtfs/,0,,
1164,001164,"Gladstone Rd at Dornoch Terrace, stop 11",, -27.488433, 153.018507,2,http://translink.com.au/stop/001164/gtfs/,0,,
1167,001167,"Gladstone Rd at Ampthill Street, stop 13",, -27.491075, 153.019454,2,http://translink.com.au/stop/001167/gtfs/,0,,
1168,001168,"Gladstone Rd at Ampthill Street, stop 13",, -27.491125, 153.019298,2,http://translink.com.au/stop/001168/gtfs/,0,,
1169,001169,"Gladstone Rd at Wahcumba Street, stop 14",, -27.493381, 153.022051,2,http://translink.com.au/stop/001169/gtfs/,0,,
117,000117,"George Street Stop 117 near Turbot St",, -27.469048, 153.021597,1,http://translink.com.au/stop/000117/gtfs/,0,,
1170,001170,"Gladstone Rd at Wahcumba Street, stop 14",, -27.493429, 153.021907,2,http://translink.com.au/stop/001170/gtfs/,0,,
1171,001171,"Gladstone Rd at Pope Street, stop 15",, -27.494157, 153.023035,2,http://translink.com.au/stop/001171/gtfs/,0,,
1172,001172,"Gladstone Rd at Pope Street, stop 15",, -27.494401, 153.023243,2,http://translink.com.au/stop/001172/gtfs/,0,,
1174,001174,"Gladstone Rd at Dutton Park, stop 16",, -27.495829, 153.025612,2,http://translink.com.au/stop/001174/gtfs/,0,,
1175,001175,"Gladstone Rd at Dutton Park, stop 16",, -27.495999, 153.025583,2,http://translink.com.au/stop/001175/gtfs/,0,,
1176,001176,"TJ Doyle Memorial Park Dr at Gair Park, stop 17",, -27.496976, 153.027105,2,http://translink.com.au/stop/001176/gtfs/,0,,
1178,001178,"Gladstone Rd at Gair Park, stop 17",, -27.497165, 153.026948,2,http://translink.com.au/stop/001178/gtfs/,0,,
1179,001179,"Annerley Rd at Cemetery, stop 18/12",, -27.498435, 153.027879,2,http://translink.com.au/stop/001179/gtfs/,0,,
118,000118,"George Street Stop 118 near Turbot St",, -27.468909, 153.021461,1,http://translink.com.au/stop/000118/gtfs/,0,,
1180,001180,"Annerley Rd at Cemetery, stop 13/18",, -27.498790, 153.027698,2,http://translink.com.au/stop/001180/gtfs/,0,,
1181,001181,"Annerley Rd at Dutton Park, stop 17/12",, -27.496993, 153.027555,2,http://translink.com.au/stop/001181/gtfs/,0,,
1182,001182,"Annerley Rd at Dutton Park, stop 11/17",, -27.495430, 153.027944,2,http://translink.com.au/stop/001182/gtfs/,0,,
1185,001185,"Annerley Rd at Boggo Road, stop 11",, -27.495161, 153.027773,2,http://translink.com.au/stop/001185/gtfs/,0,,
1186,001186,"Annerley Rd at Dutton Park Primary, stop 10",, -27.493753, 153.027492,2,http://translink.com.au/stop/001186/gtfs/,0,,
1187,001187,"Annerley Rd at Dutton Park Primary, stop 10",, -27.492531, 153.027535,2,http://translink.com.au/stop/001187/gtfs/,0,,
119,000119,"George Street Stop 119 near Tank St",, -27.467685, 153.020271,1,http://translink.com.au/stop/000119/gtfs/,0,,
1190,001190,"Stephens Rd near Athlone St, stop 8",, -27.489300, 153.026470,2,http://translink.com.au/stop/001190/gtfs/,0,,
1191,001191,"Stephens Rd at St Laurence College, stop 7",, -27.487396, 153.024974,2,http://translink.com.au/stop/001191/gtfs/,0,,
1192,001192,"Stephens Rd at Prospect Tce, stop 7A",, -27.485843, 153.023751,2,http://translink.com.au/stop/001192/gtfs/,0,,
1193,001193,"Stephens Rd at Somerville House, stop 5",, -27.483141, 153.022930,1/2,http://translink.com.au/stop/001193/gtfs/,0,,
1194,001194,"Dorchester St at Somerville House, stop 5",, -27.483441, 153.022721,1/2,http://translink.com.au/stop/001194/gtfs/,0,,
1195,001195,"Stephens Rd at St Laurences College, stop 7",, -27.487189, 153.024984,2,http://translink.com.au/stop/001195/gtfs/,0,,
1196,001196,"Stephens Rd near Annerley Rd, stop 8",, -27.489352, 153.026685,2,http://translink.com.au/stop/001196/gtfs/,0,,
1197,001197,"Annerley Rd at Lockhart Street, stop 8",, -27.489235, 153.027533,2,http://translink.com.au/stop/001197/gtfs/,0,,
1198,001198,"Annerley Rd at Lockhart Street, stop 8",, -27.489517, 153.027476,2,http://translink.com.au/stop/001198/gtfs/,0,,
1199,001199,"Annerley Rd at Clarence Street, stop 7",, -27.487957, 153.028515,2,http://translink.com.au/stop/001199/gtfs/,0,,
11998,011998,"Spine St",, -27.560422, 152.934739,4,http://translink.com.au/stop/011998/gtfs/,0,,
11999,011999,"Spine St",, -27.560197, 152.934520,4,http://translink.com.au/stop/011999/gtfs/,0,,
12,000012,"Ann Street Stop 6A near Creek St",, -27.465444, 153.027343,1,http://translink.com.au/stop/000012/gtfs/,0,,
120,000120,"George Street Stop 120 near Herschel St",, -27.467476, 153.020072,1,http://translink.com.au/stop/000120/gtfs/,0,,
1200,001200,"Annerley Rd at Clarence Street, stop 7",, -27.487725, 153.028841,2,http://translink.com.au/stop/001200/gtfs/,0,,
12000,012000,"Sumners Rd at Sumner Tavern",, -27.561853, 152.932185,4,http://translink.com.au/stop/012000/gtfs/,0,,
12001,012001,"Sumners Rd at Sumner Tavern",, -27.561658, 152.931504,4,http://translink.com.au/stop/012001/gtfs/,0,,
12002,012002,"Sumners Rd at Brumby Circuit",, -27.562352, 152.925597,4,http://translink.com.au/stop/012002/gtfs/,0,,
12003,012003,"Sumners Rd at Brumby Circuit",, -27.561965, 152.924979,4,http://translink.com.au/stop/012003/gtfs/,0,,
12004,012004,"Sumners Rd at Tompkins Road",, -27.561484, 152.919636,4,http://translink.com.au/stop/012004/gtfs/,0,,
12005,012005,"Sumners Rd at Macfarlane Street",, -27.561056, 152.916651,4,http://translink.com.au/stop/012005/gtfs/,0,,
12006,012006,"Riverhills Rd at Wirilda",, -27.556379, 152.920555,4,http://translink.com.au/stop/012006/gtfs/,0,,
12007,012007,"Riverhills Rd at Wirilda",, -27.556510, 152.920685,4,http://translink.com.au/stop/012007/gtfs/,0,,
12008,012008,"Endsleigh St near Nandina St, stop 87",, -27.566097, 153.082526,4,http://translink.com.au/stop/012008/gtfs/,0,,
12009,012009,"Endsleigh St near Nandina St, stop 87",, -27.566171, 153.082431,4,http://translink.com.au/stop/012009/gtfs/,0,,
1201,001201,"Stanley St near Raymond Tce, stop 6",, -27.485115, 153.028392,2,http://translink.com.au/stop/001201/gtfs/,0,,
12010,012010,"Portulaca St near Gordonia St, stop 86",, -27.567576, 153.084830,4,http://translink.com.au/stop/012010/gtfs/,0,,
12011,012011,"Portulaca St near Gordonia St, stop 86",, -27.567471, 153.084462,4,http://translink.com.au/stop/012011/gtfs/,0,,
12012,012012,"Freesia St at Muirfield Street, stop 85",, -27.569818, 153.083888,4,http://translink.com.au/stop/012012/gtfs/,0,,
12013,012013,"Freesia St at Muirfield Street, stop 85",, -27.569620, 153.084304,4,http://translink.com.au/stop/012013/gtfs/,0,,
12014,012014,"Turnmill St at Freesia Street, stop 84",, -27.570268, 153.081623,4,http://translink.com.au/stop/012014/gtfs/,0,,
12015,012015,"Turnmill St at Freesia Street, stop 84",, -27.570109, 153.081981,4,http://translink.com.au/stop/012015/gtfs/,0,,
12016,012016,"Turnmill St at Dolphin Street, stop 83",, -27.571486, 153.079197,4,http://translink.com.au/stop/012016/gtfs/,0,,
12017,012017,"Turnmill St at Dolphin Street, stop 83",, -27.571117, 153.079551,4,http://translink.com.au/stop/012017/gtfs/,0,,
12018,012018,"Turnmill St near Wadley St, stop 82",, -27.570693, 153.077538,4,http://translink.com.au/stop/012018/gtfs/,0,,
12019,012019,"Turnmill St near Springfield St, stop 82",, -27.570808, 153.077440,4,http://translink.com.au/stop/012019/gtfs/,0,,
12020,012020,"Springfield St at Shirland Street, stop 81",, -27.566279, 153.074578,4,http://translink.com.au/stop/012020/gtfs/,0,,
12021,012021,"Springfield St at Shirland Street, stop 81",, -27.566708, 153.074543,4,http://translink.com.au/stop/012021/gtfs/,0,,
12026,012026,"Darra Shops",, -27.566039, 152.953622,4,http://translink.com.au/stop/012026/gtfs/,0,place_darsta,
12027,012027,"Osterley Rd near Birdwood Rd",, -27.496472, 153.089951,3,http://translink.com.au/stop/012027/gtfs/,0,,
12028,012028,"Osterley Rd near Birdwood Rd",, -27.496611, 153.090616,3,http://translink.com.au/stop/012028/gtfs/,0,,
12029,012029,"Birdwood Rd at Birdwood Road Park",, -27.498628, 153.091025,3,http://translink.com.au/stop/012029/gtfs/,0,,
12030,012030,"Birdwood Rd at Birdwood Road Park",, -27.498811, 153.090867,3,http://translink.com.au/stop/012030/gtfs/,0,,
12031,012031,"Birdwood Rd at Mons Road, stop 44/40",, -27.503348, 153.090009,3,http://translink.com.au/stop/012031/gtfs/,0,,
12032,012032,"McGinn Rd at McAlroy Rd",, -27.404695, 152.926272,4,http://translink.com.au/stop/012032/gtfs/,0,,
12033,012033,"McGinn Rd at McAlroy Rd",, -27.404531, 152.925975,4,http://translink.com.au/stop/012033/gtfs/,0,,
12034,012034,"McGregor Way at Glencoe Cl",, -27.407041, 152.922582,4,http://translink.com.au/stop/012034/gtfs/,0,,
12035,012035,"McGregor Way near McAlroy Rd",, -27.406710, 152.924234,4,http://translink.com.au/stop/012035/gtfs/,0,,
12036,012036,"McAlroy Rd at McAlroy - Upper Kedron",, -27.408727, 152.922946,4,http://translink.com.au/stop/012036/gtfs/,0,,
12037,012037,"McAlroy Rd at McAlroy - Upper Kedron",, -27.408567, 152.922931,4,http://translink.com.au/stop/012037/gtfs/,0,,
